image_i,image_j,keypoints_i,keypoints_j,raw_matches,filtered_matches,ransac_inliers,inlier_ratio,mean_epipolar_error_all,median_epipolar_error_all,mean_epipolar_error_inliers,median_epipolar_error_inliers,max_epipolar_error_inliers,fundamental_matrix
IMG_5795.jpg,IMG_5803.jpg,898,954,898,38,19,0.5,12.139020369820432,1.0973696652818372,0.29864869779983355,0.054029046617144104,0.9987945452757909,"[[3.1216890694090026e-07, 9.988213167590738e-07, -0.001221048436558922], [-1.8393633635947297e-06, 1.058357674231769e-06, 0.002623961964021805], [0.0008780646216669163, -0.003927302358448967, 1.0]]"
