image_i,image_j,keypoints_i,keypoints_j,raw_matches,filtered_matches,ransac_inliers,inlier_ratio,mean_epipolar_error_all,median_epipolar_error_all,mean_epipolar_error_inliers,median_epipolar_error_inliers,max_epipolar_error_inliers,fundamental_matrix
IMG_5795.jpg,IMG_5843.jpg,898,586,898,193,14,0.07253886010362694,125.075964059299,65.08378296919923,0.04140019013569067,6.281314100040751e-13,0.5347767169878217,"[[-3.5002342449974568e-06, -3.464802942536256e-06, 0.004731229299234987], [2.8584820993328994e-06, 1.753315127307286e-06, -0.0034039332218089064], [-0.0010223648606233439, -0.00011816530479113479, 1.0]]"
