registered_image_count,newest_image_id,total_3d_points,global_mean_px,global_median_px,point_mean_px,point_median_px
3,2,2493,0.7209,0.3204,0.7219,0.3208
4,17,2879,0.8360,0.4361,0.8365,0.4418
5,3,3280,0.9098,0.4965,0.9099,0.4943
6,16,3894,0.9768,0.5679,0.9769,0.5615
7,18,4412,1.0479,0.5937,1.0479,0.5955
8,4,4823,1.0703,0.6261,1.0704,0.6295
9,5,5379,1.1148,0.6575,1.1149,0.6563
9,12,5379,1.1148,0.6575,1.1149,0.6563
