image_i,image_j,keypoints_i,keypoints_j,raw_matches,filtered_matches,ransac_inliers,inlier_ratio,mean_epipolar_error_all,median_epipolar_error_all,mean_epipolar_error_inliers,median_epipolar_error_inliers,max_epipolar_error_inliers,fundamental_matrix
IMG_5795.jpg,IMG_5843.jpg,898,586,898,19,9,0.47368421052631576,181.24248720234536,17.741557778596956,0.130092299991838,7.064892788610068e-13,0.9976330543285378,"[[-5.3423718519736774e-06, -1.073492164730675e-05, 0.013167580350210598], [5.106273086649697e-07, 7.269528331887376e-06, -0.007218633779838876], [0.0012284149476251452, -0.001750885138812682, 1.0]]"
